upc,name,total_volume_sold,total_value_sold,total_volume_unsold,total_value_unsold
652261,2 HERBY LEG STK,21,97.65,79,367.35
652742,1L FSQ LEMNADE,70,175,155,387.7
654142,ORG CHC THG B/L,17,102,55,330
654395,SGL NEW POTATO,1018,814.4,764,611.2
655415,CHCKN CHOW MEIN,284,1137,417,1671.25
656320,TSB CARR SSP,710,568.4,668,534.8
659260,CHKN EN CROUTE,309,2163,588,4116
659741,MUSHROOM S/FRY,594,892.5,725,1088.7
660433,TARTAR SCE,6,2.94,22,10.78
660631,DI STRAWBERRY,5,17.5,0,0
660822,SW SELECTION,11,33,5,15
661713,CHICKEN MADRAS,164,656,228,916.4
661997,ROSE CAKE,3,30,2,20
663267,6 CREAM ASSORT,79,284.8,92,331.8
663861,BRD LEMON SOLE,28,126,72,324
663953,PRSD APPL/MANGO,2,3.6,1,1.8
664011,BASMATI RICE,98,196,132,264
664103,BERRY MEDLEY JC,25,37.65,13,19.95
664424,1L APPLE/PEAR,1,1.3,3,5.4
664462,RST PORK MEAL,897,2960.3,1016,3353.4
664479,L/F LEERDAMMER,0,0,1,2.5
664493,ODB PORK BELLY,89,340.88,211,822.52
664967,CHORIZO SAUS 4,0,0,1,3
665124,HAM BRD LRG,42,84,55,110
665254,QCH VEGETABLE,60,150.7,130,328.3
665940,CHOC CURL CAKE,0,0,2,13
666046,CHK BBQ WINGS,134,273,237,482
666411,MANGO P P 250ML,35,53.2,23,35.1
666756,SMPLY EGG MAYO,7,12.6,3,5.4
667180,CHRZ CHK EMPAND,85,276.25,167,542.9
667883,PATE BRUS SL,16,33.8,21,43.9
668002,CHK FAJITA WP,2,6.5,5,17
668026,DI FRUIT SLD,79,237.57,53,159.38
668132,ONION RINGS,1,2.5,0,0
669320,PETITE PATISSER,11,50.6,17,78.2
670234,AA BEEF RST SL,634,1907.6,897,2691
670340,LAMB & MINT PIE,22,77,52,182
670456,MINCE ONION PIE,183,274.5,212,318
670814,ONION MEATLOAF,36,196.5,102,526.5
670845,GAMMON H/G 900g,24,216,59,531
670890,CHICKEN KORMA,196,784.25,311,1246.95
671583,CHILLI BEEF,146,621,193,820.25
671972,SIMPLY MIXED 10,66,99,75,112.6
672184,L/F NAT C/CHSE,147,197.96,241,322
672214,4 LGE WHITE BAP,6,4.2,2,1.4
672221,4LGE W/MEAL BAP,6,4.2,1,0.7
672610,4 VEG SAMOSAS,104,208,203,406
672771,*WENS/CARROT,8,18.4,10,23.8
673235,KIPPER & BUTTER,69,100.05,110,159.5
673600,TUNA & SWT SOY,16,96,94,564
674058,LS ROSE CRM/YLW,5,30,1,6
674386,FLORA S/FL 500G,0,0,4,7.2
674478,LURPAK 500G,3,11.4,5,21
674683,COU CHOW MEIN,739,2217,819,2457.2
675147,COU HADK MORNAY,924,2773.7,975,2926.7
676786,GER FRANKF SMK,8,24,31,93
676793,MADEIRA CAKE,10,24,9,21.7
677233,PRK SAU 1/2LB-,383,437.13,522,595.94
677301,CASSERLE STK 45,114,570,336,1680
677332,5% XLEAN BEEF M,23,92,54,216
677363,SIRLOIN STEAK,0,0,2,16
677738,TUNA ROLL,2,5.8,3,7.5
677806,1L P/LADY APPLE,130,325,196,491.3
678773,2 HALF CIABATTA,7,10.75,11,17
678865,DI SIRLOIN STK,9,51.14,15,87.24
678872,DI RUMP STEAK,4,22.32,10,58.49
679527,SANTA ACTIVITY,15,42.75,0,0
680158,*BLT,5,16,6,19.5
681179,SANTA TIN,30,3,0,0
681315,KEY LIME PIE,52,221.25,115,488.75
681551,BRD BRST FLT X4,58,290,103,515
681612,*HON & MUST CHK,1,3.3,0,0
682107,DUCK LEGS X2,13,52.5,101,404
682824,SGL SPINACH,907,725.6,1095,876
683036,2 SALMON FILLET,345,1897.75,609,3350.25
683050,AVO TWIN PK HT,11,23.8,9,18.3
683074,ICEBERG BAG HT,1,1,5,5
683098,GBF POT/EGG SLD,0,0,0,0
683128,WHOLE CUCMBR HT,3,1.89,0,0
683173,GBF PASTA/SPIN,0,0,4,8.8
683210,PADD COLLABLE,51,90,0,0
683227,LG R/BEANS HT,11,22,18,36.2
683234,SUGAR SNAP HT,18,36,30,60
683296,ORG CARROT HT,88,88.2,89,89.05
683319,TWIN FLORETS HT,248,371,348,521.4
683340,LEEKS,537,805.5,535,803.5
683357,ONION NET HT,62,62,71,71
683364,GBF EGG NOODLES,0,0,1,1
683470,*FALAFEL WRAP,4,12,3,9
684422,SC0TTISH SKIM 2,8,7.12,11,9.79
684439,SCOTTISH 2 SEMI,60,53.4,47,41.83
684446,SCOTTISH SEMI 1,66,33,49,24.5
684460,SCOTTISH SEMI 4,43,55.47,41,52.89
684484,SCOTTISH SKIM 1,19,9.5,24,12
684491,SCOTTISH SKIM 4,9,11.61,6,7.74
684507,S/TTISH WHL 2,14,12.46,32,28.48
684514,SCOTTISH WHL 1,14,7,31,15.5
684521,SCOTTISH WHL 4,7,9.03,20,25.8
684699,PICC VN 250G H/,5,12.5,0,0
685146,MILK CHOC BUTNS,2,4,0,0
685184,CHICKEN PAKORA,361,723.7,408,820.1
685269,SWT POT BHAJIS,49,98,110,220
685306,KIDS BF LASAGNE,33,82.5,154,385
685351,KIDS TOM PASTA,281,421.5,442,664.6
685382,ITALIAN BG 65G,38,49.4,25,32.5
686501,SO GANACHE TREE,1,3,0,0
687393,JA PL K PRAWN,36,108,80,240
688390,R/FAT CHED,1,1.5,0,0
690348,BEEF YRKSHIRE,337,1222.5,384,1395
690386,CHK & BROC PIE,579,1447.5,804,2010
690447,APP/BLKBRY PUFF,45,135,37,111
690683,4 JACKET POTS,1432,2064,1224,1780
691758,CHSY PIZZA FRIE,78,234.2,202,606
693219,12 BEEF M/BALLS,65,127.95,139,283.1
694049,RED CAB & FILO,32,150.4,136,639.2
695343,6 F/R WHTE EGGS,1,2.2,6,13.2
695589,CHICKEN AND CHI,110,275,143,357.5
695916,2 Choc Heart CC,4,8,0,0
696159,CLASSIC PLATTER,0,0,0,0
696401,BEARNAISE SAUCE,8,12,17,25.5
696760,LGE VEG S/FRY,623,936.03,751,1128.03
696890,CRINKLE CHIPS,28,56,81,162
696906,CHUNKY CHIPS,150,300,259,518.36
696975,BUBBLY BUNNY,9,5.4,0,0
697323,CELERY ST 350G,8,9.5,4,4.75
699211,LG ROCKET BAG,16,32,30,60
699877,*COU CHOC MOUSS,2,2.2,0,0
699891,PRAWN CHILLI DP,0,0,0,0
700788,12 MINI M'ROONS,24,115,16,76
701174,PEPPER GRILLED,46,149.5,91,295.9
701181,ANTIPASTI SEL,28,91.15,90,292.8
701211,ANCHOVIES MAR,30,97.5,82,266.5
701235,OLIVE MAN & CUQ,10,28.5,18,51.35
701716,GBF ORZO PASTA,0,0,1,2.19
702225,BFY MEATBALLS,409,1636.75,565,2260
702300,COU CHK JALFREZ,167,501,254,762
702317,COU JAMBALAYA,184,552,292,876
702355,COU CHKN FILLET,226,678,330,990
702362,COU RST PORK,688,2064,776,2328
702591,BFY TAGLIATELLE,223,893.75,341,1364.75
704700,IRISH CASHL BL,0,0,2,6
705486,KALETTES,58,101.5,96,168
705554,AA BEEF RST JNT,1,17.13,5,83.15
705608,GIANT YORK PUD,3,6,17,34
705882,GARLIC/GNGR SCE,22,22.05,22,22.1
706216,BLUEBERRIES,17,35.5,8,17
706797,MIXED BERRY,75,278,42,164
707015,SMK HAD SINGLE,32,73.88,51,111.72
707466,BEET APP BLACK,5,11,17,37.4
707473,ORANGE & CARROT,0,0,4,8.8
707558,JA MEX CHK,270,756.3,421,1181
708364,CHEESE CROQS,942,2072.4,699,1537.8
709569,BFY COD MORNAY,348,1392.25,500,2001.25
709583,BFY GRN CURRY,415,1660.75,620,2481
709606,WILTS SMOKED,46,138.8,64,192
709613,WILTS UNSMOKED,69,207.4,78,234.4
709620,DEMERARA BACON,10,30,17,51
709644,JA CC K PRAWN,115,345.8,225,675.2
709705,B NUT SQ BRC BN,418,334.4,457,365.6
709743,SGL SUGERSNAP,219,175.2,219,175.2
709842,S PRWN DIM SUM,182,500.95,292,803.45
710084,SOFT APRICOTS,3,3.6,0,0
710121,WASABI PEAS,3,3.6,4,4.8
711005,4 SPOOKY LOLLIE,6,1.5,0,0
711135,CHCKEN & VEG SP,243,607.8,378,945.1
711814,KIDS SPG & MTBL,62,155,140,350
712637,QCH SMKSAL BROC,396,979.1,603,1485.8
712699,OLIVE W/ MANCH,38,108.6,84,240.25
712705,OLIVE STUFFED,2,5.85,5,14.25
713023,ANTIPASTI 70G,1,3,6,18
713313,GBF B/ROOT SLD,0,0,2,5
713818,U/S BACON CHOP,9,22.5,14,35
714501,SWEET POT LSE,3,3.75,0,0
715416,EASY PEEL LSE,3,9,0,0
715539,BISTRO SLD BAG,2,4,6,12.1
715959,JA CALAMARI RP,57,228.25,73,292
715973,CRAB PRWN TERIN,122,427.2,305,1068.3
716079,PRWN & CRB C/T,63,253,153,612
716383,KING PRAWN,2367,8299.9,1223,4288.7
717083,PRSCIUT SPC SMK,0,0,1,2.5
717403,GBF FRT FINGERS,3,9,3,9
717892,CNTRY SRDOUGH,0,0,0,0
719612,LGE STRWB JELLY,17,49.5,70,205
719629,SGL STRWB JELLY,3,4.5,7,10.5
720427,FTO SPRING ROLL,0,0,1,10
720564,CHDR LCSTR COB,1,2,0,0
720618,MUSSELS IN WINE,3,10.95,21,76.65
721875,SAL SOY/GIN/CHI,26,156.25,72,432
722803,*HC L/SALTED,0,0,0,0
722858,*HC SR CRM/RED,9,13.5,3,4.5
722971,TIGER PRAWN LRG,30,300,85,850.5
724159,SUPERSEED 400G,4,4.6,8,9.05
724401,4 ICED TOPS,1,2,0,0
724418,4 JAM BAKES,1,2,0,0
725019,BFY BEEF RAGU,273,1092.25,506,2024.25
726573,STEAK KDNY 200G,267,534,292,584
726689,CARROT CAKE,4,11.2,2,5.6
728409,4 LM DRZZ MINI,3,6,3,6
728560,GRTD MOZZ/CHEDD,0,0,1,2.25
728584,GOUDA SLICES,1,2,0,0
728775,20 BUTCHER SAUS,7,35,30,150
728904,6 BURGER BUNS,0,0,7,7
728935,DF RF EGG MAYO,48,60,134,167.5
728959,DF EGG MAYO,69,86.25,171,213.75
729000,EPOISSES,4,30,9,67.5
729963,ASP BUNDLE,30,60,36,72
729963,UK ASPRGS BNDLE,3,6,2,4
730358,PONT L'EVEQUE,2,9,0,0
730365,BRUSHCETTINIS,5,7.5,5,7.5
730815,MELON/GRP MUNCH,5,15,3,9
731492,MW SEEDED LOAF,2,4.8,2,4.8
731515,MW WHITE LOAF,2,4.8,0,0
733106,BROCCOLI LSE,67,117.25,3,5.25
734899,ROSEMARY,103,82.4,116,92.84
737074,BROC CROWN HT,23,23,15,15
737944,CHOC BRIOCHE,0,0,7,11.2
739429,BUBBLY SANTA,5,0.5,0,0
740104,150ML SGLE CRM,196,137.4,205,143.82
740265,PEPPER W/ CHS,393,1278.75,525,1707.9
742849,QUICKES OAK CHD,1,4.81,0,0
743563,COW'S MILK MOZZ,21,29.4,39,54.65
744263,CELERY HEARTS,9,11.25,3,3.75
747899,BROOT CUMIN DRE,5,5,1,1.05
747936,MNGO CHLLI DRES,5,5,0,0
747950,LEMON MINT DRES,13,13,0,0
748025,MW CHOC BROWN,0,0,1,2.75
748698,ITALIAN MCRO SL,4,12,2,6
748964,BRITISH MICRO S,0,0,1,3
748995,SPRTD SPELT LF,8,10.4,5,6.5
749145,HAM TAGLIATELLE,1173,3520.5,1176,3531
749473,S/C SHANKS,2,20,4,40
749725,DI BNUT SQ PIE,41,246,54,324
750189,4 SLTD CRML HX,6,9,3,4.5
750196,4 ORNG MRMLD HX,1,1.5,2,2.5
750233,4 BLBRRY HOT X,11,16,3,4.5
750288,9 MINI CHOC HX,7,10.5,6,9
750721,SWEET POT FALA,176,528.2,286,858.2
750738,RST MROOM SAUS,39,97.9,60,150.2
750745,SWT POT SAUS,20,50,47,117.5
750752,SCORN CPEA BURG,296,740.2,433,1082.6
750790,MW 2 NAANS,0,0,3,6
750806,MW 4 WHT ROLLS,3,6.6,3,6.6
750837,MW 4 WHT PITTA,2,4.4,0,0
751087,ICED T APL MATC,4,7.2,5,9
751322,BFY R PSTO CHCK,100,400,151,604
751339,BFY SOY/G CHCKN,62,248,127,508
751384,BFY TANDR CHCKN,75,300,228,912
751414,BFY SFOOD CROLE,7,28,12,48
751421,CHCKN & RWINE C,403,1612,441,1764
751438,SAUSAGES & MASH,234,702,325,975
751445,COU CHCKN CHSBC,238,714,396,1188
751483,BFY COD C/NUT C,26,104,16,64
751599,MW CRMY CHCKN P,37,222,204,1224
751957,APM CNUT WATER,14,21,13,19.5
751971,CUCUM & MINT WT,6,6,0,0
752015,MW HOISIN DCK W,3,12,3,12
752190,TUMERIC SHOT,3,4.5,2,3
752954,2 BLUEBRY MUFFN,1,1.5,0,0
753876,RED GRAPE POT,0,0,5,5
753890,WHITE GRAPE POT,1,1,3,3
754514,VENISON RUMP,11,113.8,48,501.12
754880,DI SB GARLIC BR,192,384,121,242.1
755313,OSSO BUCCO,8,48.45,23,140.43
756556,S/BERRY MILK,3,4.2,13,18.2
759397,RF PRWN C/T,19,57,56,168
759793,S&P FRIED CHKN,115,287.5,194,485.1
759816,S FRIED RICE,159,397.6,271,677.6
759984,CHINESE CHCKN,69,241.5,117,409.5
760089,WILD 2 PHSANT,2,6,6,18
760096,PHEASANT JNT,1,5,8,40
760102,WILD MALLARD,2,10,9,45
760164,WOOD PIDGEON,3,9,8,24
760171,GAME CASSEROLE,4,12,12,36
760218,SZECHUAN PORK,54,216,140,560
760874,4 PARTRIDGE,3,12,9,36
762403,R/S POT STCKS,1,1,0,0
763615,COCONUT WATER,3,8.25,17,47.1
764766,VEAL SIRLN STK,6,39.82,38,208.96
765893,FC ORAN JC SMTH,3,3,1,1
767934,H/ROAST CASHW,1,4,1,4
769693,BIANCOLI TSB SF,388,970.4,430,1075.8
769709,HGH PRO PEA NDL,96,144.2,126,189.1
769730,HIGH PR LENT ND,282,423.8,310,465.5
769976,LIVER/ONION X1,263,526,295,590
770170,SGL SYRUP SPNGE,2,3,1,1.5
770200,V BERRY C/CAKE,50,200,152,608
770255,VANILLA CC SLC,59,162.25,63,173.25
770439,GBF ROCKIT APP,0,0,1,2
770453,CRT/CAUL/BRC SM,840,840,781,781
770811,BEEF MUS/HERB,14,210,64,960
770835,LEG LAMB GAR/RO,29,435,88,1320
771115,BISTRO TOM,9,18,2,4
771191,SB LG CHS & PEP,336,1178,535,1880.3
771320,CHOPIN 1.5KG,698,1222.7,836,1464.4
771467,C/SLAW SLD BWL,10,25,13,32.5
772082,MEDJ DATE SEL,17,29.75,6,10.5
772105,AUBERGINE,60,60,81,81
772303,CREAM TOMATO SP,10,20,31,62
772587,BEEF HASH X1,87,348,166,664
773447,CHKN CASSRLE X1,929,1858,898,1796
773515,BEEF BOURGNON,20,170,37,314.5
773867,RSE VEAL ESCLPE,14,86.94,148,919.08
774277,WHTE PUDD 200g,7,8.75,37,46.25
774666,BFY CHKN HOTPOT,837,3349.25,1650,6602.25
775373,BAV SMKD SLICE,2,4.8,3,7.2
775519,PATE ARDENNE SL,9,19.2,6,12.3
775687,HAM SMK XLN SL,85,85,126,126
775755,KERALAN LAMB,350,1579.5,463,2088.25
775823,MED FAT CRM CHS,3,3.59,0,0
775922,DIP SR CRM CHV,42,61.2,95,139.3
776073,PANCETTA BACON,71,214,71,213
776516,HOT CHKN TIKKA,64,256.25,96,384.5
776554,INDIAN FV MENU,52,468,168,1512
776745,R/ROOSTER 1.5KG,20,40.09,10,21
777759,BLK PUDD 200g,0,0,1,1.25
777797,PRK TONGUE,60,122,148,296.09
778015,MANGO P P 500ML,11,23.55,11,22
778053,GBF CLASSIC F/S,0,0,1,3
778091,GBF MANGO MAD,1,3,0,0
778558,ITALIAN MEATS,2,18,9,81
778985,12% FAT BEEF MC,281,834.2,429,1319.3
779708,ENVY APPLES,1,2,2,4
780162,RUMP STK X1,29,101.5,109,381.5
781169,SINGLE SIRLOIN,27,121.5,104,468
781411,LG BOSTON BNS,50,125,113,282.5
782692,SULTANA DANISH,1,1,0,0
782708,SMK HADDOCK FF,90,429.49,108,509.76
782739,MANGO & WTRMLN,4,12,2,6
782906,BOS BEANS SW PE,217,477.8,229,503.8
782951,3 YR C/CRUNCH,0,0,3,15.45
783057,BFY BF CASSRLE,1276,5107.2,1701,6806.5
783118,COU CHKN MSHRM,837,2511.4,891,2673.4
785013,2 MINI YUM YUMS,6,4.8,3,2.5
785228,DC SPICED L/DON,1,1,1,1
785396,PATE RF BRUS,8,8,15,15
785440,PATE CH LVR BRA,1,3.5,4,14
785648,GBF CAR/RSE POS,0,0,0,0
786119,CHKN PARFAI,0,0,4,20
786959,SMOKED GAMMON,0,0,2,23.18
786966,VEG HAGGIS,13,45.5,39,136.5
786980,EXTRA LARGE HAG,3,18,0,0
787079,MW CHICK FILETS,176,708.75,321,1286.5
787123,MW  CHKN BURGER,22,61.5,50,139.5
787130,MW TEMPURA TNDS,258,1034,413,1652
787734,CHCKEN MUNCHIES,104,283.5,172,490.85
787864,SWT & SR CHKN,929,3254.3,864,3027
787871,CRISPY 1/4 DUCK,90,540,270,1620
788090,ULTM BAGUETTE,117,234.18,210,420.18
788168,L/D COD FLTS,14,59.5,69,293.25
788205,DRIED CRANBERRY,0,0,1,2.3
788274,SMK SKINNY BCN,15,67.5,30,135
788298,4 LAMB CHOP FW,47,232.65,123,608.85
788373,MINI SPARE RIBS,479,1916.25,581,2326.75
788632,LEMONGRASS,8,6.4,22,17.64
789400,MW MINIBITES,1,3.5,1,3.25
789875,BH PRUNE YOG X4,10,20,22,44
790833,SERRANO HAM 35G,9,9,25,25
790901,ANTIPASTI RES,1,5,5,25
790925,CHORIZO SEL,0,0,3,6
791199,CLN SINGLE ROSE,1,2.5,0,0
791267,TUSCAN PROSCIUT,1,5,1,5
791274,TUSC PORCETTA,2,10,3,15
793407,CARR BOSTON BN,65,143,89,195.8
793667,3 LEMON C/CAKE,7,18.9,13,35.1
794732,ASPARAGUS TIPS,1,2.1,0,0
794985,GREEK SALAD BWL,22,55,19,47.5
795067,JA SL PIRI CHK,177,496.2,316,885
795265,JA SS CHK,196,550.5,326,916.5
795500,COVE MAT 500G,0,0,8,40
795524,COVE MED 300G,0,0,1,3.6
795555,COVE MAT 300G,10,38.5,21,80.85
795579,COVE EX MAT 300,1,3.85,3,11.55
796668,ELIZABETH PLUMS,4,8,2,4
797016,NUTTY SPR WFOOD,106,233.2,48,105.6
797566,LENT/GTS CH SLD,6,13.2,13,28.6
797689,ANTIPASTI VEG,19,61.75,42,136.5
797740,APPLE ROCKIT,0,0,1,3
797757,VEAL SCHNIZEL,28,154,141,775.5
797771,FRIT VEG & MOZ,59,191.75,106,344.5
797832,CHK PASTRY SPC,23,74.75,42,136.5
798532,M/PIPER POT SLD,3,3.6,3,3.6
798716,6 YKSHIRE PUDDS,785,787.1,530,530.7
800105,APPLES COX X4,0,0,2,4.6
800211,Amelia Apple,1,2,1,2
800532,PRK & EGG SL,67,201,271,813
800563,MM PORK PIE SNK,625,939.8,631,947.4
801171,SLICED MOZZAREL,0,0,3,8.1
801348,GRANNY SMTH X4,1,2,1,2
801560,APPLE RED X4,8,16,11,22
802253,APP PNK LDY LSE,86,326.8,1,3.8
802475,COMICE PEAR,0,0,3,7.5
802833,MOJITO JUICE DR,0,0,3,6.6
802840,PINA COLADA JUI,1,2.2,6,13.2
802857,STILL GINGER LE,5,10,12,24
802864,STILL LEMONADE,5,11,16,35.3
804301,KING ORANGE,6,15.6,4,10.4
804301,XL ORANGE,7,18.2,9,23.4
804677,CALAMARI C/GRL,74,240.5,138,448.5
805100,EASYPEEL FAMILY,119,274.5,46,107
805865,ORANGE LOOSE,4,2.43,1,0.6
806114,SIMPLY GRAPEFRT,4,2.6,0,0
806220,LEMONS LSE,5,2.1,0,0
806336,LEMONS UNWAXED,9,15.3,6,10.2
807029,RED GRAPE,65,162.5,76,190
807241,MIXED GRAPE,51,127.5,44,110
808149,KING CHERRIES,5,28,1,5
808590,LIMES LSE,1,0.42,0,0
808866,LOCHMUIR SALMON,7,70,0,0
809436,SWEET ROM LETT,5,6,13,14.5
810012,CHEDDAR/CHILLI,0,0,2,4.2
810357,PINK LADY X4,27,67.5,27,67.5
810579,DERI DATES,10,27.5,12,33
810807,HUND K PRAWN,439,1758.5,381,1526
811040,BRAZIL NUTS,0,0,2,6.5
811378,BBY CAULI/BROC,146,365,252,630
811392,BLUEBERRY LG,1,4,2,8
811392,SPEC BLUEBERRY,7,28,4,16
811590,NECT LOOSE,0,0,1,5
811705,LEMONS NET,4,8,3,6
811873,CHD/CHIVE/ONION,6,12.6,4,8.4
812726,STRAWBERRY,1,3,0,0
812832,KIWI FRUIT LSE,40,18,1,0.45
812948,PAPAYA,0,0,3,7.5
813204,SOFT APRICOT LG,2,10,0,0
813334,SPICED ST/BACON,1,1.25,3,3.75
813747,VEG SELECTION,195,468,301,722.4
814041,FTO MINI TARTS,0,0,2,24
814188,HC SAU RL PRK 2,87,175,111,222
815017,STRAWB,43,88,17,35.5
815239,GBF RASP SMALL,2,6,3,9
815345,BLACKBERRIES,8,20,4,10
815901,KIWI FRUIT,0,0,1,1.5
816144,BRAEBURN TRY X4,3,6,5,10
816175,STEAK PIE 220G,248,496,340,680
816182,CHKN PIE 220G,52,104,91,182
816472,LGE GALIA MELON,2,4,7,14
816700,ORANGE FAMILY,44,98.5,31,70
817196,LARGE EVE'S PUD,55,192.9,124,434.2
817349,PLAIN PRETZEL,0,0,0,0
817509,PEAR CONF. LSE,5,11.5,2,4.6
817851,2 GC & CR NAAN,1097,1925.45,897,1574.1
817998,ENGLISH MEDIUM,5,10,2,4
818209,SCT MAT RED CHD,1,3,6,18
818216,ENGLISH MILD CH,4,8,6,12
818254,LIGHTER MAT CHD,5,12.58,14,33.8
818278,SCO MED RED CHD,0,0,3,8.25
818322,MW CHKN GOUJON,201,804,262,1048
818506,HONEY HAM & CHS,9,24.5,12,32.4
818582,ORG CHIC LEGS,44,140.35,162,522.2
818650,ROCKET BAG 50G,15,15,13,13
819831,LAMB ROSE SAUS,17,52.2,41,126.4
819848,AA BF PEPP SAUS,25,76.8,77,239
820226,2 MSHRM CROUTE,54,216,197,788
820493,BREADED SCAMPI,280,1260.5,531,2395.1
820837,COUNTRY CAKE,2,5.6,0,0
821209,MW SALM F/CAKES,413,827,611,1224
821230,MW  COD FILLETS,2,6,0,0
821391,BTRNUT LASAGNE,182,509.7,387,1083.7
822183,2 LUX CROISSANT,0,0,1,1.6
823425,STK/KID PUD X2,21,75.6,22,79.2
823494,2 PESHWARI NAAN,6,9,2,3
825436,GBF BERRY MED,0,0,1,3
826402,*CLASSIC FRUIT,2,4,0,0
826495,SALT/PEPP LAMB,5,54.65,15,176.09
826594,RIB EYE STK X1,30,135,102,459
828079,WHOLEMEAL & RYE,14,14,3,3
828178,MIX PEPPR S/FRY,268,402.5,425,638.2
830300,BABY CABBAGE,8,14,31,54.25
833141,BEEF PIE 550G,120,480.25,175,700
833172,BANANA SHALLOTS,9,15.75,30,52.5
833189,BIRD EYE CHILLI,21,21,28,28
833196,CUT BASIL,182,145.6,275,220.8
833202,CUT MINT,32,25.6,51,40.8
833233,CUT TARRAGON,24,19.32,59,47.28
833288,MINT POT,26,39,52,78
833295,PARSLEY POT,9,13.5,40,60.18
834087,STILTON 236G,9,25.2,28,78.4
834155,TRY ME STILTON,15,24.85,23,37.95
835466,2 KETA SAL FLTS,236,1182.75,680,3401.25
835848,DIP GUACAMOLE,53,106.3,94,188
837996,VEG PASTA BAKE,717,1580.6,1128,2484
839563,W/COUNTRY CHED,18,90,12,60
839570,LLANDYRNOG CHED,3,15,0,0
840330,ORG BAKING POTS,90,180,119,238
840460,SMALL CHICKEN F,212,710.41,431,1452.17
841139,BABY NEW POTS,599,1198.5,352,704.2
841177,FRENCH BRIE,4,6,0,0
842976,FLAPJACK MB (F),1,4.2,0,0
842983,DBL CHOC MB (F),2,6.8,2,7
843041,SLT CRML MB (F),0,0,0,0
843423,AUTH YGT 200G,1,1.25,1,1.25
843430,AUTH YGT 400G,6,12,10,20
843539,MILLIONAIRE MB,1,4.2,1,4.2
843966,FG TIKKA CHCKN,26,117,62,279
843973,MUSHROOM RICE,46,92,57,114
843980,MASALA DOSA,9,22.5,56,140
843997,SAG ALOO,316,713.45,508,1153.05
844024,BTTRNT SQH CURR,29,116,91,364
844055,CHICKEN DOPIAZA,36,144,83,332
844062,CAULIFL ALOO,24,54.15,48,108.8
844352,ONION RINGS,79,197.5,98,245
844390,BLACKCRNT JELLY,4,5,7,8.75
845120,POT SLD 50% LF,4,4.8,2,2.4
845328,TROUT HOT SMK,33,132,45,180
846905,HAGGIS 908g,1,5,8,40
846950,EGG NOODLES,185,370.6,309,618.6
847117,COU CHEESE RAV,110,330,213,639
847230,BFY PORK APPLE,653,2613.25,1088,4353.5
847254,CABBAGE HEARTS,570,456.2,528,422.8
847483,K PRWN C/T,43,193.5,115,517.5
848169,SPROUTS,1939,1959.4,1129,1137.4
848503,BROCCOLI CROWN,516,516,441,441.3
848671,PNUT BUTT BAR,7,5.6,0,0
848688,ATMN FRUIT PIE,27,81,52,156
848695,JAM ROLY POLY,42,168,111,444
848725,MW BRRY CRUMBLE,52,130,160,400
848879,SFT PK LADY APP,2,5,0,0
849296,COURGETTES,276,411,318,475.5
849623,LGE COTTAGE PIE,488,1952,622,2488
850148,BABY COURGETTES,75,150,135,270
850360,KING ED 2.5KG,437,1046,553,1323.5
850476,ORG CARROT BAG,453,453,406,406
850957,SUPER WHOLEFOOD,1,3,6,18.6
851053,MARIS P 1.5KG,1920,3090.5,1635,2652.5
851169,MARIS P 2.5KG,1145,2579,935,2121.5
851503,PURPLE BROCCOLI,76,152,123,246
851992,GR210 MACA BOX,0,0,5,75
852104,LF BLACK CHERRY,3,1.5,5,2.5
852111,0% FAT NATURAL,9,9,4,4
852142,LUX GOOSEBERRY,48,36,53,39.75
852159,GRK STLE YOG 15,42,21.25,40,20.33
852166,GRK STYLE YOG,173,173,166,168
852173,GRK STLE YOG/HN,65,97.5,83,124.5
852180,NEW POTS 1KG,2511,3768.75,1394,2093.25
852197,LUX LEMON & LIM,70,52.5,50,37.5
852203,LF NAT YOG150,5,2.5,5,2.5
852210,LF NAT YOG450,16,15.59,14,13.7
852227,LF PEACH & APRI,36,18,41,20.5
852258,LF STRAWB YOG,5,2.5,4,2
852265,LF TOFFEE 4 PAC,14,24.4,36,62.3
852272,LUX PEAR & BLAC,75,56.25,95,71.6
852319,12 LSTRD MCROON,0,0,2,10
852494,GRILLED RED PEP,22,22,14,14
852951,POTATO GRATIN,882,2469.8,868,2434.2
853101,CARROT BAG 1KG,490,343.6,294,206.7
853200,CARROT BAG 500G,881,443.01,504,252.85
853316,PARSNIP BAG,705,705.29,907,908.16
853323,CHABLIS GIFT,3,45,0,0
853378,EF MANGO PFRUIT,1,0.6,0,0
853415,LF FRUITED 4 PA,115,199.95,143,248.55
853439,ORG MULTIPACK Y,4,10,2,5
853446,EF BLUEBERRY,34,20.4,42,25.2
853484,EF STRAWBERRY,26,15.6,35,21
853538,ONION NET,111,111,89,89
853644,BROWN ONION BAG,37,29.6,51,40.8
854252,LF GRK STYLE YO,13,13,24,24
854467,VAN/MPLE 250,27,43.2,10,16
854474,VANILLA/MPLE 50,8,17.25,6,13.5
854665,PORTOBELLO MSHR,50,87.5,71,124.25
854887,CHESTNUT MUSHRO,430,601,543,780.5
856003,JA PRWN TANDOOR,50,200,90,360
856324,CHK PATATAS X2,66,462,145,1015
856416,CHKN PAELLA X2,15,105,79,553
856447,CHK PATATAS BRV,31,139.5,90,405
856546,SAL POACH FLT,38,152,154,616
